"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000134324",3967.01297657393,0.0982490169299054,0.0564250701300632,1.74122985941241,0.0816432952651898,0.872564769684553,"LPIN1"
"ENSG00000064687",788.093336714344,0.186952348849312,0.128700852679515,1.45261157915443,0.146331629283024,0.872564769684553,"ABCA7"
"ENSG00000165029",1783.48491767586,0.176043604191034,0.132578903823474,1.32784024542421,0.184230888452119,0.872564769684553,"ABCA1"
"ENSG00000147872",850.329814668826,0.168565336495183,0.13748106973981,1.22609852261262,0.220161601756763,0.872564769684553,"PLIN2"
"ENSG00000177666",1405.13629040713,0.0658123793864942,0.0558368771859136,1.17865437150732,0.238535831632734,0.872564769684553,"PNPLA2"
"ENSG00000204310",1245.80402631769,-0.0418876779752756,0.0533785083914748,-0.784729270965645,0.432612317040653,0.895214248899992,"AGPAT1"
"ENSG00000112972",2769.99655964749,-0.112251237385609,0.146204971718922,-0.767766212502071,0.442626091108717,0.896412188776024,"HMGCS1"
"ENSG00000110090",2306.8587273775,0.0759097294899038,0.110637239305253,0.686113735000796,0.492641390328361,0.897593431631531,"CPT1A"
"ENSG00000185000",1178.36170722851,0.0418941173745354,0.0652356699826626,0.642196476033271,0.520745620807524,0.903524161044321,"DGAT1"
"ENSG00000169710",8069.34446332045,0.0431193635967126,0.0738454534070165,0.583913587192027,0.559278451334562,0.910980076736186,"FASN"
"ENSG00000198911",11780.2232731657,-0.0359059248699383,0.0651679500689391,-0.550975208395454,0.581650669580145,0.915280298450767,"SREBF2"
"ENSG00000072310",4202.51299440317,0.0621836888043472,0.1369386868546,0.454098766628114,0.649757740965687,0.930958750319959,"SREBF1"
"ENSG00000075239",2035.43511242875,-0.0080601456194256,0.0418919863678096,-0.192403042163193,0.847426509619794,0.967373611427822,"ACAT1"
"ENSG00000278540",4331.1489087083,-0.0107171030693741,0.0559958058360533,-0.19139117491678,0.848219133665411,0.967736762905955,"ACACA"
"ENSG00000119927",2530.01428808082,-0.0148332376786551,0.121828886091082,-0.12175468523586,0.903093302801954,0.979785850808052,"GPAM"
